id	filename	md5	size	state
1bd3173a-7b76-4088-ad1b-09c713fc75f7	8c64308a-d5ee-462e-962a-9cb83acd43d6.FPKM-UQ.txt.gz	bedcf61f50548ccc37c57e6a360265ab	533009	validated
1c59ae7c-0273-4709-b0a9-d2cd92da9ceb	6476b6b8-7e7e-44ac-9869-c93b654458a5.FPKM-UQ.txt.gz	f1a51142996344978af5f8022029c912	521324	validated
1d9ca14b-0a22-4ecd-906d-bb13ef97985d	0f6f6fc3-4f7e-42ab-b670-60c2407b2fac.FPKM-UQ.txt.gz	d480311f076b2d433f68605c18d7ad22	497868	validated
1df9177e-ff43-4cf3-b721-4f72515c49d7	de85d8f5-101f-44b1-8d71-fb6949a709a5.FPKM-UQ.txt.gz	d5bc4d7575df5f0fd835495a79ff325c	522732	validated
1e0a7077-aa89-450b-9d95-a411014f6602	0d7f880c-c4c5-4335-b49e-5f321f841840.FPKM-UQ.txt.gz	91b1a510017cdf4f1fdb3aae5800f346	503650	validated
2270534a-1ca6-4608-945f-1dcd57b7da6e	931a5088-baef-410f-a85b-523eddc1b0e5.FPKM-UQ.txt.gz	d23b74700d05cdabc47eb0b4a1090446	530932	validated
22a17410-2dab-450f-b91f-e50e624e78a0	c27a0a56-cde3-4e53-b02d-8a2ca66b5d1d.FPKM-UQ.txt.gz	2d6262df25a7f267a0135f2ab209089c	524470	validated
245f2027-eebf-4ec8-b4bc-3b6319e3d0c1	f326a1fb-da0a-455b-8d52-c79c40274549.FPKM-UQ.txt.gz	6769b449f5f281a2fdeffba3dc52f00e	532490	validated
25c272b3-9f97-4af1-9b1c-8d03b4bfe969	6f07a983-60cc-445e-9250-8455b46cd1e3.FPKM-UQ.txt.gz	637c59fd2850e7ba533626cdd1874f90	517138	validated
2d10a148-6fec-4fd0-9719-6a7d65907169	333ff303-5237-4503-bbb3-f7d10b12be70.FPKM-UQ.txt.gz	338f72978024a0b8863f6307280d04f1	523408	validated
2eb8eb27-cc65-4db0-a262-f0d0ab62defb	612275f0-576b-4dc8-9eb7-f2e285236175.FPKM-UQ.txt.gz	327ca8d86e0d7fe46488b9b11426f644	529193	validated
3105dc5c-9f56-4b22-9345-af9a10f67984	fefd7990-acb5-4d6b-9bfa-b1a474e368d7.FPKM-UQ.txt.gz	e835fee1d7e000840d4d93a7f8249028	534137	validated
32d8e988-6fdc-4e73-add1-71590a06c390	acec1346-4e7b-4e74-bc33-980e56dfafee.FPKM-UQ.txt.gz	8914a37de98a3b9b516fe94352f40ad6	500561	validated
33ec9e33-94d0-4f3f-af88-5acd3b22aa20	d1809e31-9cd9-482b-8354-74df0a7841c0.FPKM-UQ.txt.gz	541c6b37230265e405fd242f799d15f3	530880	validated
3423e181-7fd6-4065-89c5-dda121f49ea3	e46e7af6-cbb2-4cb2-a1ec-47b68796cbd3.FPKM-UQ.txt.gz	503f0b4e2b1426a72518112888667d49	530639	validated
3674369b-5979-4842-b44a-4918dc9cd45a	d7691598-818d-4665-bd95-a70e51175f12.FPKM-UQ.txt.gz	3752756a1c1999968135db0a85d36d00	522780	validated
3ae4b2e0-7bdb-4980-942b-63c2080990c2	bba9ce43-16f9-4fd2-823c-1eab76aedded.FPKM-UQ.txt.gz	22c45c177da9f875f06ba813ad6f915a	537270	validated
3b1a2789-a41a-4d28-a019-7308c07d6de4	03bc1d49-07fe-41ec-8064-28861c25eebb.FPKM-UQ.txt.gz	dac325889eb1a6f81a006613d02e49ef	526050	validated
3c01f9c3-11c5-4568-a181-cfb77aad0c8f	075f1275-3514-47af-a311-477f901e7c4b.FPKM-UQ.txt.gz	be27665c1b5833ee9a4e25d828bcd72f	535140	validated
3c301fc5-eab9-4276-9e82-ab790bf8f0da	59d90fcf-e519-4e32-87cd-eb920cf3b588.FPKM-UQ.txt.gz	c7375a585d7feeb97604d9e27d6f73b7	520510	validated
467db527-d318-4e18-8f08-35b942040125	9bf657b8-6cb8-4482-910c-19293928b729.FPKM-UQ.txt.gz	5255720fbe8b01f8ab96f31099abeb60	525052	validated
47740b87-7729-446e-a584-7c8ba8850121	4c8648f5-26ca-4550-b51b-bd2228b1e8e0.FPKM-UQ.txt.gz	c8da27647ed994478956a868838667ef	530597	validated
47ba4e3e-df27-4af3-af4b-56e5167b7fdd	e9205c80-39e9-446d-8151-f493e43228c4.FPKM-UQ.txt.gz	77a7d2c4bcb58d8441c141284d441b64	513731	validated
4a11f336-2bc2-4b0d-b1a2-b1a72d4b757c	b824435e-2f52-4403-b9e3-ea04bc6067a2.FPKM-UQ.txt.gz	75597dc9d4cae377885cf7b831576b77	510492	validated
4ab0f7f4-0b14-46ed-af2d-724ed51e4e6b	eec28a5a-e054-486c-82c1-2f439b69ed62.FPKM-UQ.txt.gz	b74ca21676ca4107803a8c830bec1146	554950	validated
4b9072a6-2bd1-4d3d-8a63-8a38a7d46778	fe402132-5c5f-4e43-8ccb-acde2b394619.FPKM-UQ.txt.gz	84371235fbf3e3fc5b4984913e6fff9d	507881	validated
517c7afa-9db0-44ab-a03a-95d6ab5a4149	a5274e64-8bf4-4315-99cb-2f8173481fbc.FPKM-UQ.txt.gz	04ddf1f6163811b8ce32ad6ac51ecace	540753	validated
519ebfc9-c708-4d41-bc91-6e755d6d24db	582e5a89-052e-4439-9d1e-a9d3fa0d82a7.FPKM-UQ.txt.gz	c574bbb6f140a408d1d4dc6806737eec	520740	validated
53e9ae95-2abf-4205-9e59-5fdc7c95d7cf	930cf31a-dd87-4988-8c43-5acec531c946.FPKM-UQ.txt.gz	3e68d1f3630dd73a3f87cf9baca38c69	526730	validated
54615c2b-69f4-4d96-822a-af426d2bbeb5	19f441a5-6db0-4ea3-8241-728b5e3fb86a.FPKM-UQ.txt.gz	50d4ccd071156f3dd5345abd4da86ef1	546086	validated
5571d661-ffdb-42ca-97d8-99c41948086a	4b77b6fa-7626-43fb-8684-87e3c09276bb.FPKM-UQ.txt.gz	baed0895fe7ada4da920cc835cd31c04	527797	validated
58b0f4f8-a0e3-4d92-a9d4-3be154314c90	7a4a8942-1cab-4338-86ad-d7eb26c265b5.FPKM-UQ.txt.gz	40f7bb2e8b0a7258e8cba053f6df7ee0	532206	validated
5e698216-3d64-43e6-8647-b62161c0933e	c670b26e-b107-4279-bdd1-7ed502023f45.FPKM-UQ.txt.gz	58637e0208a0199130659362ed135cae	500171	validated
6558ca58-b705-4f9a-b018-0578f430f341	522efe0e-2785-4e16-85a0-898ea586ddcd.FPKM-UQ.txt.gz	5d813d2b6d07acf6d63679d7aba7d9d3	528660	validated
67558630-8849-4315-a157-7cdcf318f12e	6eed1a4c-c0cf-41a3-9876-4f1c4ed8e49c.FPKM-UQ.txt.gz	7b01449733dd0741837edc15039af7e4	541062	validated
6a51cc73-4049-4a6b-a32a-faf7e703eae2	c03b9756-2611-404f-ba89-79e7143381bb.FPKM-UQ.txt.gz	ac5dd0ac02ecd1d614aa6824817b0780	495360	validated
6aa7d90d-7a34-476f-8469-e7d989c83846	108c8f50-ed04-436c-b49e-dcdb1da0b827.FPKM-UQ.txt.gz	8c1de5638dd3dda8607bda99178250fc	515739	validated
6af44dc4-d7b6-4dd7-a192-43cfee4cb3e1	46c0799e-b787-4ecf-a987-e1fbe6dc941c.FPKM-UQ.txt.gz	8dfe5c0a07a50809dadc1db458274b87	526623	validated
6c6b0b07-8206-4074-b03b-3819abde673a	be6f5b47-f164-4947-9b35-02f94248e462.FPKM-UQ.txt.gz	12c26b63cc6c64d3e6f95cca150e8ad5	537638	validated
6dc6a8b9-73d5-4cb1-9bba-a32b3dd9da3e	71008f4c-f962-4132-8ae6-83c8327602a8.FPKM-UQ.txt.gz	d1c3fca496145fb430e8e3d7df23e45b	521807	validated
6e9ff2bc-1144-48dc-ab1f-2e8868abcc42	03248d19-cb6a-4578-9759-c0c4de048920.FPKM-UQ.txt.gz	f9f1ada73f85f077187126413931acf9	507382	validated
6ec42359-3916-4146-b26d-ab1513ff6588	09a93d5e-300f-4e7d-93f8-ed66c7bf8630.FPKM-UQ.txt.gz	467d5460cd77af48936dbcd7971cd03d	536264	validated
7001c5e0-405d-4ac6-b140-682f3e5145d0	8938a378-30da-4e15-91f3-1cba44349f6c.FPKM-UQ.txt.gz	5811e50d3c8fc4b736ba9ec344ededa8	501333	validated
73c0045c-44da-4339-a34d-c05a7782d5e1	031c7bbf-4088-400e-9ff9-036417c0091a.FPKM-UQ.txt.gz	cfd1b7818c8178289c85d0ebeb8c6170	526899	validated
7415437a-c273-4419-b52f-c078cd72a729	2b0193d1-58ff-43f3-b48f-a083c5a88b57.FPKM-UQ.txt.gz	a7c43412dedfd69a370ede6447b4eb2b	530974	validated
7748f9b2-e301-47a3-8974-75b57a5bbe24	2ad0717e-8acd-4a2a-b119-9779a0848fbd.FPKM-UQ.txt.gz	691e62037bcbe85a1c420b5149adc13e	552218	validated
7918e6b4-03f5-4b8d-bd33-e6a5eb903dec	d7851974-f928-428c-a2f6-e9fa4886860e.FPKM-UQ.txt.gz	e641bbba4341a3140e899a7becd22c24	522027	validated
79fa71a4-3004-4fe0-ab69-dab8bd97ed20	1cc11559-8ff9-4446-87bf-b62c66537e9c.FPKM-UQ.txt.gz	56309e7209436cc9f2e544364ed93134	522176	validated
7a7873b9-9c3c-4b44-90c5-242975820ad6	b49f7ea9-8dd2-408f-8b5c-06a790c34fb9.FPKM-UQ.txt.gz	7219ec3e8789159fece796873b804040	526990	validated
7ccce2e9-e86e-4a9c-b2f7-6f159eec4df7	d1be9c82-7450-4f59-b20b-5f3032aa89a9.FPKM-UQ.txt.gz	9cddcd376a006f665f261a4533b7b9b0	533899	validated
7fba4cee-1c2c-4aaa-b392-ffeaf71f5948	37616fc4-9761-47f8-a819-9a9ed6564b21.FPKM-UQ.txt.gz	a7e0e0eab7c079a6c57ecb53553b9ee4	532645	validated
80792c44-0b66-4696-88d2-88276db4d671	08b79dc0-b0e0-4053-93f5-e4a4e850a4ff.FPKM-UQ.txt.gz	13199a65c254677a98bf8c42c3964e83	552323	validated
82dfff09-e693-4a3e-a625-e51d22236411	95aa2890-118d-48a8-a5d2-53caf27528b2.FPKM-UQ.txt.gz	778000423a33cae5b7a87db9163d386c	538889	validated
84026904-e534-4f16-82b0-9a0a7dacb70b	cd622462-0fa9-45eb-8500-d7330159e91c.FPKM-UQ.txt.gz	3530eeabfa5785d748dd6f220421bd5f	502295	validated
8416e99c-52c6-46f9-8787-a3b16a3dae77	72091aa8-e5a3-4468-8604-e5fbfefe5971.FPKM-UQ.txt.gz	0499f937beacb64383712583d2b52fb7	524237	validated
85d8eb39-e970-4826-b93f-637fe7443fa3	8eb179a6-a0af-4628-aae2-78800db3e9d8.FPKM-UQ.txt.gz	fcbee306aae59b283852aecbbb04e165	541382	validated
867118f3-b53d-481f-b837-9ee6a0b47806	38546283-9872-45fd-b15d-c8b35c538264.FPKM-UQ.txt.gz	9c4c0759cb82c7a518008ff5df9bd3f4	553862	validated
887afbdc-61f6-4ecb-8a2c-88c825fff32a	ca1769cc-885b-4f5e-a2b3-1eebe65da6c2.FPKM-UQ.txt.gz	e290a8109267171c92e25fe78f569726	543423	validated
88fcc6df-687b-478a-a8cb-6e2bafb2e53b	ccc4ba5b-15f6-40f2-a3b8-187b38c4e6df.FPKM-UQ.txt.gz	ffc15f084336b8fd6a8b90c71c73927f	534729	validated
8953b525-6555-40ab-a56d-988797d94e48	d4c8dde5-2f1e-4322-a094-029f3ce3ec0c.FPKM-UQ.txt.gz	9a13ffd982dd763cdd435136b791277d	491478	validated
89d190e1-67fd-4cea-91cf-f34ea847f3c2	69630696-e0c9-4bc1-8205-54d240e81ee6.FPKM-UQ.txt.gz	f7d3232ebc54d4883599b533e936fd8d	491502	validated
8a8f0d98-3ab6-4c15-ab13-7840ae0fcce1	23e87533-2220-4b0d-b3e2-43707cb25858.FPKM-UQ.txt.gz	414b7c4b566388dcf43bc0d2d3ea4236	513913	validated
8aed393c-5651-460a-9d77-16928914b3ea	8238188f-fb01-4f30-9f3f-6bec98625c63.FPKM-UQ.txt.gz	9ebe442a9da78fe15cfb510e8ded01a2	535573	validated
8bf9db40-06a5-4820-aeb6-4627135904b8	03d786fe-f84f-4675-9d9c-dfc8801d4981.FPKM-UQ.txt.gz	93e16127f828e82fd534e10caafb825e	531102	validated
91afef10-3f7f-4ffd-a7a2-87d90927a83b	ae32fcc8-a1b7-47c8-b1c5-1e5cdbcf3725.FPKM-UQ.txt.gz	96438e6015a28b8a667078be1707dacf	549172	validated
9359bb6d-4f66-4294-bc90-6399017f06b9	099a8f8b-cc60-4720-8ff5-b025b34f1173.FPKM-UQ.txt.gz	e62e22a72d6c2117b1bbab96d87ac5a9	556026	validated
96332d27-a064-4ca5-bf5d-f9c357556c39	d011c9fc-3598-4f0b-b059-85d63de31a9f.FPKM-UQ.txt.gz	9aadc0fd9352dccf65e509ecf186c8a7	503624	validated
98130a3c-c255-449e-afe9-9db474a38858	ca5c1f97-379b-484c-871b-d744ac26edc3.FPKM-UQ.txt.gz	2703e602aba42db9270e8653a205bf6a	500452	validated
9ab40134-3847-402b-b44a-20c9bfc76463	9df1a5c3-71b3-4056-a9b7-640f331dba7e.FPKM-UQ.txt.gz	7b3f83d5b6e995f1dd7e87ac9c941c50	506815	validated
9b9e6c00-767d-4180-9028-79dad13df922	830e3b4b-04a4-498e-9b66-70b867243b0e.FPKM-UQ.txt.gz	1e607d31c91ec5142801196eb9cd0b5f	536412	validated
9bd0983c-6242-4fac-ada6-571b542dcf22	30ed6c4d-7d1a-4c22-b5a1-00cd37e35e6d.FPKM-UQ.txt.gz	c3751f472eb804e63f9224d9b7ae13f1	536963	validated
9e63bfa0-2e7f-4d5f-9e77-78e6845df457	f79772b6-251a-447c-a1dc-e77521d98c15.FPKM-UQ.txt.gz	a9c31f1b51fa73f3d5c98aa22e7becbd	522547	validated
9fb56dd1-5f6f-4a85-a167-4648f7ad3172	125d935b-f418-4314-bc31-720b83c93d8a.FPKM-UQ.txt.gz	113e0ddd0a66b58aeda0d860b36c0b4f	539523	validated
a0149929-1882-44fe-aaf0-1f2452fb479b	ac6e6b63-e24b-4e24-8fc7-d375fc0e2ad0.FPKM-UQ.txt.gz	8cdef122390b3dea4334da182b4d4e06	512353	validated
a31836b8-f767-48b4-9d35-6cd73af3cb52	2c9d9875-4237-410c-afc2-15d06a034d20.FPKM-UQ.txt.gz	1845aa47a0d8ba9f38a42c1a212e299e	496279	validated
a3f1ae54-cfa2-456a-87f7-edc111ead5a0	ca52908a-6dd4-4d10-aa1f-c90deef45922.FPKM-UQ.txt.gz	5ff11a342f7d9fbd8e8bcb48bc7a0fce	513783	validated
a60826c1-3dcc-45d3-b583-2cfd9071e433	66eca260-08d5-4f75-aac6-d1844223c35b.FPKM-UQ.txt.gz	7f40d2b3af13321863eebf57fddc3904	530826	validated
a8cf44c7-8b32-4d5d-93b2-16756254dd6b	3107533c-054e-463c-b2bc-73ba71ed133a.FPKM-UQ.txt.gz	57e997ea43fc65b59d640b908559b6fa	518224	validated
abba7a55-d011-4d0a-91ed-570b4fc44c77	e3b11f64-075b-49d2-8d18-85afab1cff82.FPKM-UQ.txt.gz	363b59b8ddf862a7d9920a9f3fd3d3e0	533471	validated
afe51151-cd90-4bce-b338-83cc2209b1f2	cc6ba863-dbd3-497c-93ab-8b9cc9996c49.FPKM-UQ.txt.gz	cb39fa20eb1da8942ecd5df1e6fa97a8	530558	validated
b27b3293-6530-4650-9b2b-806429854c58	a4b7b2f6-d2f5-4213-a5a2-cabf2e2329da.FPKM-UQ.txt.gz	00c62f967903fab6bb78f116340bd6fe	535006	validated
b360cb22-34fa-4ccb-8ec3-810a131d8914	646f0e58-d861-4761-9fd5-2e48cd28753e.FPKM-UQ.txt.gz	ca8321b119bb5c3f93fd1842155ee6d6	515018	validated
b3b1eed3-4b3c-4a82-a3f7-6cec9b9352f0	1a0ba473-dd46-4a74-af37-784643492999.FPKM-UQ.txt.gz	e74352957033f505bfdd84b05f86541c	524074	validated
b4ec70b1-07a5-4ec7-9419-df7e040fb265	cb537a4c-7b5c-493f-8dea-6fd0107e6c58.FPKM-UQ.txt.gz	57b0d4efe4b53b0ad729d16f8d530a1c	547193	validated
b57486e2-807e-4596-9303-6fb6d68419e8	99aa28e6-25ae-4137-adbd-339cd07b1bba.FPKM-UQ.txt.gz	4ad50bfb25a45aa956e106a07c9dcda9	502528	validated
b7046dd9-bf10-47d0-b4ea-2d5d4eea4ca0	68111fdd-653e-4185-ba74-6ae3cb221508.FPKM-UQ.txt.gz	5f22d0a007167a26f8b6150774ebca79	529456	validated
b7d006c3-d1fa-412b-8885-23ef88e415a2	69fd8112-03f0-4d28-aa51-03317daf4616.FPKM-UQ.txt.gz	6f29533d8ee6437ef4c3ad8111336e0c	487391	validated
ba3de751-e26f-4a37-ad19-9f1adaafb97f	d0d7fae1-355e-4ada-a469-b69d59c1edfe.FPKM-UQ.txt.gz	a24cb7100e2dfe8093d01cd161026226	495013	validated
ba55eb33-9c1f-4f76-aa75-6568ddb27497	653ffc71-52ca-473e-8ce4-c934932baa8c.FPKM-UQ.txt.gz	4ffb42fb2d7ac9b79c7d02d38e907043	488171	validated
bcb4b80c-2a6c-43f0-be82-cbaf0c21248c	f5abf3ae-a7bd-4606-bd9a-2633a82eb65c.FPKM-UQ.txt.gz	ee1f2f4fd03e811dad507f2984941e0b	527301	validated
bed1c539-8c2c-450d-8a12-a67387d6976d	912ba495-3e5d-45bf-b2aa-a7f8b8a8a2f6.FPKM-UQ.txt.gz	5594f6391953a9c99b4a098654ccbd67	526769	validated
c1b16198-6ec8-480d-87a7-585f9e1f0457	5cee6ae7-ec80-473f-ad14-864229265985.FPKM-UQ.txt.gz	41843a9bad62c63b37f4a5233c3a5f64	534293	validated
c40d41c1-cb09-46df-9808-9fc658f70f97	d14dbb1a-5e95-4e23-864c-6541912d4479.FPKM-UQ.txt.gz	3b8f184066f78243f39876bcec2b1a15	501793	validated
c66b4982-2cbd-4092-926c-eea535424ef3	a9b9f900-b114-48b4-95c7-41793107169f.FPKM-UQ.txt.gz	0e087b407110a69ec5988f51209aadd5	539215	validated
cab0c0a0-9ac8-4106-9474-6e900b7cb777	fc0fd2fd-de1f-4240-870a-7d58fd13c056.FPKM-UQ.txt.gz	df4b6066b095b4077d526070d1aa5403	530380	validated
caf57984-6baf-4eb3-9fb9-b4181d078ab9	2f0e3b6b-4ddd-4f53-82d9-1bf62a878c2c.FPKM-UQ.txt.gz	7e72aafaccbf73c922e3869047a2ed99	519171	validated
caf87aab-c3ed-4440-8c31-30cc7589cb51	33ccace3-8a24-44e8-a101-15bd1e8467fe.FPKM-UQ.txt.gz	365fc4763c5272befa3415269fdc1ec2	509874	validated
cbc653f1-7704-4c47-b347-f18a039878c3	591b1beb-d902-4d96-822c-66ca24693bba.FPKM-UQ.txt.gz	714fb2c844532c75d517d5645173c90f	525860	validated
ccf5b846-6719-4c6d-8c0a-4e547fdddd63	1886f8fe-95fc-4774-91f9-fde0829dae5e.FPKM-UQ.txt.gz	6e38ab0d099dc9312df955e636e520c3	547470	validated
cec78d96-a543-4888-836a-bce61e49b21e	69a502c9-b477-4da8-b479-ddeba6c507ad.FPKM-UQ.txt.gz	e8109dc5033dc8a370410851aed71f29	516963	validated
d23d268c-dc59-4da7-aa29-1a2d11b97306	c81f9043-a47c-4b54-87e9-f24838585599.FPKM-UQ.txt.gz	4fe4994ab5af87ec30fb8f6c7964aaa3	533741	validated
d2652ffc-0b89-40e7-ae1e-bbb56f2571ef	35db9996-d6b9-470f-99be-1dc18bd98673.FPKM-UQ.txt.gz	9762b721e12632bc70fa3536a13167a4	509002	validated
d49eaef3-c949-4aed-89c4-e0b0b29cb4bd	c1cdec9e-845d-4607-8053-fec6a6a2324c.FPKM-UQ.txt.gz	4e557d89ba21eaee6f995984a8f7271c	508008	validated
d9913770-d251-4d44-85e7-8ee6fd991f35	dfd57ac5-6b4c-4010-95f5-a133994dd4d7.FPKM-UQ.txt.gz	a226d1a4d8eb3f7320dba468f2a0f145	544243	validated
dca449b5-3980-416d-8f5a-8ed1cf59783a	faa24ff0-dcf4-4245-b232-a172b0f19148.FPKM-UQ.txt.gz	0f1b00e25ed1d21aae3998c02c3e2b0c	521211	validated
dfaf2923-1d8e-4f48-96be-2bf30c0d65f1	1963532e-4ac8-4db5-afeb-2227220a5560.FPKM-UQ.txt.gz	ae68370017d3a1d8925c113cd7abd84d	527508	validated
dfb44fc4-df34-4f9f-b427-4a0d7a4fe1cc	09017cfd-5c93-498b-a234-c8129a2023d7.FPKM-UQ.txt.gz	02bf7f77728752102b1d6d93cf70e676	510810	validated
e325edde-8dac-4831-af73-a34fdec35234	26657d0d-1568-4268-92f3-817d4b360f2d.FPKM-UQ.txt.gz	d985989c5c98abd7b0ce7bb573c8e812	530026	validated
e4657afa-2058-4ed5-bd44-19b894e8fa34	94da98fb-7e9f-4937-bf6b-dd6885258f7c.FPKM-UQ.txt.gz	e951a59d369e3001f13dbc92acb0dabc	545884	validated
e4667b00-e9b1-470c-a99a-903c56ab0a76	c23368b8-76dc-44da-b80e-0a9a32b0ddd3.FPKM-UQ.txt.gz	90c9adc3d83f98985369f15a484b0477	528804	validated
e79ddcc5-5491-48fa-8983-86741bed5ed9	30b62a5c-f64d-44df-85df-58803540976e.FPKM-UQ.txt.gz	f1e0372a8d9123cd9d047e74c849d201	504739	validated
eb3ec248-9c3e-4c94-afa0-f3c50eeec35a	bdca9ec9-c82d-4713-964e-0fd765ba1cd0.FPKM-UQ.txt.gz	6822c5a54231a30bb2761db71a1f501f	529312	validated
eccf3b7e-6c4d-4c60-b54c-9d3ab0b12b47	58ce6671-f931-42fc-acb2-fac1ad460a22.FPKM-UQ.txt.gz	4c021f4bce1d648beb7e4898ac46a3e8	532123	validated
eddf7637-a69b-4885-ac0a-bb0f558715e6	f9d52f9e-4f82-431a-a427-1c1259b8e765.FPKM-UQ.txt.gz	4678f232bc4fc77b3d762e9b387bd095	524434	validated
edfc05a7-e869-497b-918c-eea56dd4a938	db17e1af-915c-47f9-88dd-519b5303d3f0.FPKM-UQ.txt.gz	1fe5d9833fcffab3271024a28373d4c0	541690	validated
f0883b80-999a-4af6-bdce-8b740d81dc71	3235ff77-ae0d-49a7-9d17-48d12297a69c.FPKM-UQ.txt.gz	20f8cd83579ea32032521bc3dee73b6c	520533	validated
f0fb5e5d-5c15-40cd-982e-b6e53eca1a75	cd40cc7e-fd55-465d-9dd0-50d9b3d767db.FPKM-UQ.txt.gz	2e32ce3eb4bed882783391eed8f2be57	517969	validated
f1272b66-f686-4559-bd2d-629913cd6862	186b83bd-ec3f-42b4-ba91-d86c9618d5e3.FPKM-UQ.txt.gz	4765548553b1748f6340e733d5a00ad1	541772	validated
f2d27bdb-a727-4fa8-90b2-5861e81656c6	efafcd7b-d25c-4944-b5dc-7c240fe47d12.FPKM-UQ.txt.gz	04ff3bf7e5451a577450e9c1412e9faf	534344	validated
